
---------------------------------------
|   index   |   values   |   change   |
|   0x8639   |     03     |     00     |
|   0x8645   |     03     |     00     |
|   0x8657   |     03     |     00     |
|   0x8680   |     03     |     00     |
|   0x869e   |     03     |     00     |
|   0x8715   |     03     |     00     |
|   0x879b   |     03     |     00     |
|   0x87bb   |     03     |     00     |
|   0x87ce   |     03     |     00     |
|   0x87fb   |     03     |     00     |
|   0x895c   |     03     |     00     |
|   0x895d   |     03     |     00     |
|   0x89b8   |     03     |     00     |
|   0x89b9   |     03     |     00     |
|   0x8ab9   |     03     |     00     |
|   0x8adb   |     03     |     00     |
|   0x8adc   |     03     |     00     |
|   0x8bcc   |     03     |     00     |
|   0x8bcd   |     03     |     00     |
|   0x8c62   |     03     |     00     |
|   0x8c63   |     03     |     00     |
|   0x8f02   |     03     |     00     |
|   0x8f03   |     03     |     00     |
|   0x8f5c   |     03     |     00     |
|   0x8f5d   |     03     |     00     |
|   0x9010   |     03     |     00     |
|   0x9011   |     03     |     00     |
|   0x90d2   |     03     |     00     |
|   0x914d   |     03     |     00     |
|   0x91c6   |     03     |     00     |
|   0x91e6   |     03     |     00     |
|   0x9203   |     03     |     00     |
|   0x922b   |     03     |     00     |
|   0x922d   |     03     |     00     |
|   0x9261   |     03     |     00     |
|   0x9263   |     03     |     00     |
|   0x9281   |     03     |     00     |
|   0x92a5   |     03     |     00     |
|   0x92a6   |     03     |     00     |
|   0x92ab   |     03     |     00     |
|   0x92f8   |     03     |     00     |
|   0x931b   |     03     |     00     |
|   0x934c   |     03     |     00     |
|   0x935f   |     03     |     00     |
|   0x93a2   |     03     |     00     |
|   0x93bd   |     03     |     00     |
|   0x93d7   |     03     |     00     |
|   0x941b   |     03     |     00     |
|   0x94e8   |     03     |     00     |
|   0x94ef   |     03     |     00     |
|   0x9525   |     03     |     00     |
|   0x9572   |     03     |     00     |
|   0x9574   |     03     |     00     |
|   0x9576   |     03     |     00     |
|   0x9578   |     03     |     00     |
|   0x95d2   |     03     |     00     |
|   0x95d7   |     03     |     00     |
|   0x95d9   |     03     |     00     |
|   0x95db   |     03     |     00     |
|   0x96c0   |     03     |     00     |
|   0x96c3   |     00     |     35     |
|   0x9843   |     03     |     00     |
|   0x9853   |     03     |     00     |
|   0x985f   |     03     |     00     |
|   0x9953   |     03     |     00     |
|   0xc10d   |     03     |     00     |
|   0xc113   |     03     |     02     |
|   0xc126   |     02     |     04     |
|   0xc245   |     03     |     00     |
|   0xc256   |     03     |     00     |
|   0xc380   |     02     |     04     |
|   0xc381   |     00     |     01     |
|   0xc385   |     03     |     00     |
|   0xc463   |     03     |     00     |
|   0xc466   |     03     |     00     |
|   0xc467   |     03     |     00     |
|   0xc59f   |     03     |     00     |
|   0xd723   |     08     |     01     |
|   0xd724   |     08     |     01     |
|   0xd725   |     08     |     01     |
|   0xd726   |     08     |     01     |
|   0xd733   |     08     |     01     |
|   0xd734   |     08     |     01     |
|   0xd735   |     08     |     01     |
|   0xd736   |     08     |     01     |
|   0xd737   |     08     |     01     |
|   0xd738   |     08     |     01     |
|   0xd741   |     08     |     01     |
|   0xd742   |     08     |     01     |
|   0xd743   |     08     |     01     |
|   0xd745   |     08     |     01     |
|   0xd747   |     08     |     01     |
|   0xd748   |     08     |     01     |
|   0xd74a   |     08     |     01     |
|   0xd759   |     08     |     01     |
|   0xdb5b   |     03     |     00     |
|   0xdbb8   |     03     |     00     |
|   0xdc09   |     03     |     00     |
|   0xdc6c   |     03     |     00     |
|   0xdc97   |     03     |     02     |
|   0xdc98   |     03     |     02     |
|   0xdc99   |     03     |     02     |
|   0xdc9a   |     03     |     06     |
|   0xdc9b   |     03     |     04     |
|   0xdc9c   |     03     |     07     |
|   0xdc9d   |     03     |     06     |
|   0xdc9e   |     04     |     06     |
|   0xdc9f   |     04     |     06     |
|   0xdca0   |     04     |     04     |
|   0xdca1   |     04     |     03     |
|   0xdca2   |     04     |     05     |
|   0xdca3   |     04     |     05     |
|   0xdffe   |     03     |     00     |
|   0xe10d   |     03     |     00     |
|   0xe113   |     03     |     02     |
|   0xe126   |     02     |     04     |
|   0xe245   |     03     |     00     |
|   0xe256   |     03     |     00     |
|   0xe380   |     02     |     04     |
|   0xe381   |     00     |     01     |
|   0xe385   |     03     |     00     |
|   0xe463   |     03     |     00     |
|   0xe466   |     03     |     00     |
|   0xe467   |     03     |     00     |
|   0xe59f   |     03     |     00     |
|   0xf723   |     08     |     01     |
|   0xf724   |     08     |     01     |
|   0xf725   |     08     |     01     |
|   0xf726   |     08     |     01     |
|   0xf733   |     08     |     01     |
|   0xf734   |     08     |     01     |
|   0xf735   |     08     |     01     |
|   0xf736   |     08     |     01     |
|   0xf737   |     08     |     01     |
|   0xf738   |     08     |     01     |
|   0xf741   |     08     |     01     |
|   0xf742   |     08     |     01     |
|   0xf743   |     08     |     01     |
|   0xf745   |     08     |     01     |
|   0xf747   |     08     |     01     |
|   0xf748   |     08     |     01     |
|   0xf74a   |     08     |     01     |
|   0xf759   |     08     |     01     |
|   0xfb5b   |     03     |     00     |
|   0xfbb8   |     03     |     00     |
|   0xfc09   |     03     |     00     |
|   0xfc6c   |     03     |     00     |
|   0xfc97   |     03     |     02     |
|   0xfc98   |     03     |     02     |
|   0xfc99   |     03     |     02     |
|   0xfc9a   |     03     |     06     |
|   0xfc9b   |     03     |     04     |
|   0xfc9c   |     03     |     07     |
|   0xfc9d   |     03     |     06     |
|   0xfc9e   |     04     |     06     |
|   0xfc9f   |     04     |     06     |
|   0xfca0   |     04     |     04     |
|   0xfca1   |     04     |     03     |
|   0xfca2   |     04     |     05     |
|   0xfca3   |     04     |     05     |
|   0x42   |     04     |     00     |
|   0x5a   |     04     |     00     |
|   0x1ea   |     04     |     00     |
|   0x22f   |     04     |     00     |
|   0x3e9   |     04     |     00     |
|   0x42a   |     04     |     00     |
|   0x513   |     04     |     00     |
|   0x5ca   |     04     |     00     |
|   0x649   |     04     |     00     |
|   0x730   |     04     |     00     |
|   0x7a0   |     04     |     00     |
|   0xbdd   |     04     |     00     |
|   0xc50   |     04     |     00     |
|   0xc72   |     04     |     00     |
|   0xd4e   |     04     |     00     |
|   0xe2a   |     04     |     00     |
|   0xe46   |     04     |     00     |
|   0x1001   |     04     |     00     |
|   0x108f   |     04     |     00     |
|   0x1197   |     04     |     00     |
|   0x119e   |     04     |     00     |
|   0x11ab   |     04     |     00     |
|   0x11f2   |     04     |     00     |
|   0x11f5   |     04     |     00     |
|   0x1208   |     04     |     00     |
|   0x120b   |     04     |     00     |
|   0x1214   |     04     |     00     |
|   0x1235   |     04     |     00     |
|   0x129f   |     04     |     00     |
|   0x1306   |     04     |     00     |
|   0x1414   |     04     |     00     |
|   0x1417   |     04     |     00     |
|   0x1544   |     04     |     00     |
|   0x15c9   |     04     |     00     |
|   0x167c   |     04     |     00     |
|   0x1687   |     04     |     00     |
|   0x16bc   |     04     |     00     |
|   0x16bd   |     04     |     00     |
|   0x16be   |     04     |     00     |
|   0x16df   |     04     |     00     |
|   0x1801   |     04     |     00     |
|   0x1855   |     04     |     00     |
|   0x1877   |     04     |     00     |
|   0x18ce   |     04     |     00     |
|   0x1901   |     04     |     00     |
|   0x1935   |     04     |     00     |
|   0x19b1   |     04     |     00     |
|   0x19f4   |     04     |     00     |
|   0x1a01   |     04     |     00     |
|   0x1b1f   |     04     |     00     |
|   0x1b8d   |     04     |     00     |
|   0x1d3e   |     04     |     00     |
|   0x1d42   |     04     |     00     |
|   0x1d7b   |     04     |     00     |
|   0x1d9c   |     04     |     00     |
|   0x1dc1   |     04     |     00     |
|   0x1de2   |     04     |     00     |
|   0x1f01   |     04     |     00     |
|   0x1f5a   |     04     |     00     |
|   0x1f5c   |     04     |     00     |
|   0x1f61   |     04     |     00     |
|   0x2333   |     04     |     00     |
|   0x2337   |     04     |     00     |
|   0x23e1   |     04     |     00     |
|   0x24ff   |     04     |     00     |
|   0x25cf   |     04     |     00     |
|   0x2702   |     04     |     00     |
|   0x274f   |     04     |     00     |
|   0x2833   |     04     |     00     |
|   0x283a   |     04     |     00     |
|   0x28eb   |     04     |     00     |
|   0x293c   |     04     |     00     |
|   0x298c   |     04     |     00     |
|   0x2bd3   |     04     |     00     |
|   0x2c0a   |     04     |     00     |
|   0x2d1e   |     04     |     00     |
|   0x2d3d   |     04     |     00     |
|   0x2dc6   |     04     |     00     |
|   0x2e28   |     04     |     00     |
|   0x2e34   |     04     |     00     |
|   0x2e45   |     04     |     00     |
|   0x2ec5   |     04     |     00     |
|   0x2f05   |     04     |     00     |
|   0x324e   |     04     |     00     |
|   0x3309   |     04     |     00     |
|   0x332f   |     04     |     00     |
|   0x336e   |     04     |     00     |
|   0x339a   |     04     |     00     |
|   0x33ce   |     04     |     00     |
|   0x33ef   |     04     |     00     |
|   0x33f9   |     04     |     00     |
|   0x3409   |     04     |     00     |
|   0x341d   |     04     |     00     |
|   0x3421   |     04     |     00     |
|   0x3429   |     04     |     00     |
|   0x3431   |     04     |     00     |
|   0x3439   |     04     |     00     |
|   0x343d   |     04     |     00     |
|   0x3445   |     04     |     00     |
|   0x344d   |     04     |     00     |
|   0x3459   |     04     |     00     |
|   0x346f   |     04     |     00     |
|   0x3490   |     04     |     00     |
|   0x3498   |     04     |     00     |
|   0x34a0   |     04     |     00     |
|   0x34a8   |     04     |     00     |
|   0x34b4   |     04     |     00     |
|   0x34b8   |     04     |     00     |
|   0x34c0   |     04     |     00     |
|   0x34cc   |     04     |     00     |
|   0x34ed   |     04     |     00     |
|   0x34f8   |     04     |     00     |
|   0x3519   |     04     |     00     |
|   0x3537   |     04     |     00     |
|   0x3552   |     04     |     00     |
|   0x3592   |     04     |     00     |
|   0x35c3   |     04     |     00     |
|   0x35f9   |     04     |     00     |
|   0x365c   |     04     |     00     |
|   0x368a   |     04     |     00     |
|   0x36aa   |     04     |     00     |
|   0x3725   |     04     |     00     |
|   0x3874   |     04     |     00     |
|   0x38ac   |     04     |     00     |
|   0x3901   |     04     |     00     |
|   0x398d   |     04     |     00     |
|   0x39a0   |     04     |     00     |
|   0x3aaf   |     04     |     00     |
|   0x3ac7   |     04     |     00     |
|   0x3acc   |     04     |     00     |
|   0x3afa   |     04     |     00     |
|   0x3c16   |     04     |     00     |
|   0x3c58   |     04     |     00     |
|   0x3c8e   |     04     |     00     |
|   0x3c90   |     04     |     00     |
|   0x3c9c   |     04     |     00     |
|   0x3cc3   |     04     |     00     |
|   0x3d1a   |     04     |     00     |
|   0x3d34   |     04     |     00     |
|   0x3da6   |     04     |     00     |
|   0x3db1   |     04     |     00     |
|   0x3dbc   |     04     |     00     |
|   0x3dc7   |     04     |     00     |
|   0x3e24   |     04     |     00     |
|   0x3f01   |     04     |     00     |
|   0x3f11   |     04     |     00     |
|   0x3f18   |     04     |     00     |
|   0x3f20   |     04     |     00     |
|   0x3f2b   |     04     |     00     |
|   0x3f41   |     04     |     00     |
|   0x3fcf   |     04     |     00     |
|   0x3fdc   |     04     |     00     |
|   0x4005   |     04     |     00     |
|   0x41f6   |     04     |     00     |
|   0x4302   |     04     |     00     |
|   0x4334   |     04     |     00     |
|   0x4343   |     04     |     00     |
|   0x4503   |     04     |     00     |
|   0x4613   |     04     |     00     |
|   0x49b1   |     04     |     00     |
|   0x49b7   |     04     |     00     |
|   0x49d7   |     04     |     00     |
|   0x4ab6   |     04     |     00     |
|   0x4d08   |     04     |     00     |
|   0x4d09   |     04     |     00     |
|   0x4da5   |     04     |     00     |
|   0x4f05   |     04     |     00     |
|   0x4f5b   |     04     |     00     |
|   0x5105   |     04     |     00     |
|   0x515b   |     04     |     00     |
|   0x5456   |     04     |     00     |
|   0x54bf   |     04     |     00     |
|   0x5585   |     04     |     00     |
|   0x56a0   |     04     |     00     |
|   0x576f   |     04     |     00     |
|   0x57ba   |     04     |     00     |
|   0x5805   |     04     |     00     |
|   0x5847   |     04     |     00     |
|   0x589b   |     04     |     00     |
|   0x59d6   |     04     |     00     |
|   0x5a45   |     04     |     00     |
|   0x5c04   |     04     |     00     |
|   0x5c13   |     04     |     00     |
|   0x5c22   |     04     |     00     |
|   0x5c27   |     04     |     00     |
|   0x5d38   |     04     |     00     |
|   0x5d46   |     04     |     00     |
|   0x5d55   |     04     |     00     |
|   0x5de3   |     04     |     00     |
|   0x5e19   |     04     |     00     |
|   0x5e47   |     04     |     00     |
|   0x5ec5   |     04     |     00     |
|   0x5efb   |     04     |     00     |
|   0x5f09   |     04     |     00     |
|   0x5f93   |     04     |     00     |
|   0x6005   |     04     |     00     |
|   0x6022   |     04     |     00     |
|   0x6047   |     04     |     00     |
|   0x6084   |     04     |     00     |
|   0x60c7   |     04     |     00     |
|   0x6104   |     04     |     00     |
|   0x61c4   |     04     |     00     |
|   0x62cb   |     04     |     00     |
|   0x6309   |     04     |     00     |
|   0x6349   |     04     |     00     |
|   0x63d3   |     04     |     00     |
|   0x6448   |     04     |     00     |
|   0x6466   |     04     |     00     |
|   0x64cb   |     04     |     00     |
|   0x6589   |     04     |     00     |
|   0x67f5   |     04     |     00     |
|   0x681b   |     04     |     00     |
|   0x681d   |     04     |     00     |
|   0x681f   |     04     |     00     |
|   0x6831   |     04     |     00     |
|   0x6833   |     04     |     00     |
|   0x6835   |     04     |     00     |
|   0x6837   |     04     |     00     |
|   0x6839   |     04     |     00     |
|   0x6857   |     04     |     00     |
|   0x6859   |     04     |     00     |
|   0x685b   |     04     |     00     |
|   0x685d   |     04     |     00     |
|   0x685f   |     04     |     00     |
|   0x6871   |     04     |     00     |
|   0x6873   |     04     |     00     |
|   0x6875   |     04     |     00     |
|   0x6893   |     04     |     00     |
|   0x6895   |     04     |     00     |
|   0x6897   |     04     |     00     |
|   0x6899   |     04     |     00     |
|   0x689b   |     04     |     00     |
|   0x689d   |     04     |     00     |
|   0x689f   |     04     |     00     |
|   0x68b1   |     04     |     00     |
|   0x6bca   |     04     |     00     |
|   0x745e   |     04     |     00     |
|   0x7cbf   |     04     |     00     |
|   0x7db1   |     04     |     00     |
|   0x7db3   |     04     |     00     |
|   0x7e01   |     04     |     00     |
|   0x7e0d   |     04     |     00     |
|   0x7e0f   |     04     |     00     |
|   0x81f6   |     04     |     00     |
|   0x8302   |     04     |     00     |
|   0x8334   |     04     |     00     |
|   0x8343   |     04     |     00     |
|   0x8511   |     04     |     00     |
|   0x854d   |     04     |     00     |
|   0x854f   |     04     |     00     |
|   0x85fb   |     04     |     00     |
|   0x8711   |     04     |     00     |
|   0x8714   |     04     |     00     |
|   0x871d   |     04     |     00     |
|   0x875d   |     04     |     00     |
|   0x89b1   |     04     |     00     |
|   0x89b7   |     04     |     00     |
|   0x89d7   |     04     |     00     |
|   0x8ab6   |     04     |     00     |
|   0x8f05   |     04     |     00     |
|   0x8f5b   |     04     |     00     |
|   0x90e5   |     04     |     00     |
|   0x9456   |     04     |     00     |
|   0x94bf   |     04     |     00     |
|   0x9585   |     04     |     00     |
|   0x96a0   |     04     |     00     |
|   0x976f   |     04     |     00     |
|   0x97ba   |     04     |     00     |
|   0x9880   |     04     |     00     |
|   0x9890   |     04     |     00     |
|   0x989c   |     04     |     00     |
|   0x9990   |     04     |     00     |
|   0xc136   |     00     |     49     |
|   0xc16b   |     04     |     00     |
|   0xc2a1   |     01     |     02     |
|   0xc2a2   |     01     |     40     |
|   0xc36f   |     01     |     01     |
|   0xc468   |     04     |     00     |
|   0xce80   |     05     |     01     |
|   0xd33a   |     05     |     27     |
|   0xd350   |     04     |     00     |
|   0xd415   |     07     |     03     |
|   0xd471   |     02     |     05     |
|   0xd623   |     04     |     00     |
|   0xd62b   |     04     |     00     |
|   0xdb00   |     04     |     00     |
|   0xdbaa   |     04     |     00     |
|   0xdbb5   |     07     |     03     |
|   0xe136   |     00     |     49     |
|   0xe16b   |     04     |     00     |
|   0xe2a1   |     01     |     02     |
|   0xe2a2   |     01     |     40     |
|   0xe36f   |     01     |     01     |
|   0xe468   |     04     |     00     |
|   0xee80   |     05     |     01     |
|   0xf33a   |     05     |     27     |
|   0xf350   |     04     |     00     |
|   0xf415   |     07     |     03     |
|   0xf471   |     02     |     05     |
|   0xf623   |     04     |     00     |
|   0xf62b   |     04     |     00     |
|   0xfb00   |     04     |     00     |
|   0xfbaa   |     04     |     00     |
|   0xfbb5   |     07     |     03     |
|   0x59   |     05     |     00     |
|   0x148   |     05     |     00     |
|   0x39b   |     05     |     00     |
|   0x39d   |     05     |     00     |
|   0x3af   |     05     |     00     |
|   0x3d2   |     05     |     00     |
|   0x3e0   |     05     |     00     |
|   0x3e5   |     05     |     00     |
|   0x422   |     05     |     00     |
|   0x484   |     05     |     00     |
|   0x489   |     05     |     00     |
|   0x48f   |     05     |     00     |
|   0x49c   |     05     |     00     |
|   0x4a8   |     05     |     00     |
|   0x4b2   |     05     |     00     |
|   0x4c8   |     05     |     00     |
|   0x4f7   |     05     |     00     |
|   0x5cf   |     05     |     00     |
|   0x64b   |     05     |     00     |
|   0x693   |     05     |     00     |
|   0x732   |     05     |     00     |
|   0x9a8   |     05     |     00     |
|   0xb0d   |     05     |     00     |
|   0xbca   |     05     |     00     |
|   0xcde   |     05     |     00     |
|   0xd16   |     05     |     00     |
|   0xd32   |     05     |     00     |
|   0xd3b   |     05     |     00     |
|   0xda1   |     05     |     00     |
|   0x1028   |     05     |     00     |
|   0x11af   |     05     |     00     |
|   0x11f0   |     05     |     00     |
|   0x1206   |     05     |     00     |
|   0x12ae   |     05     |     00     |
|   0x12e3   |     05     |     00     |
|   0x1337   |     05     |     00     |
|   0x15bd   |     05     |     00     |
|   0x1622   |     05     |     00     |
|   0x1630   |     05     |     00     |
|   0x1646   |     05     |     00     |
|   0x1653   |     05     |     00     |
|   0x16f1   |     05     |     00     |
|   0x176e   |     05     |     00     |
|   0x1927   |     05     |     00     |
|   0x198c   |     05     |     00     |
|   0x19d0   |     05     |     00     |
|   0x1a7d   |     05     |     00     |
|   0x1a9a   |     05     |     00     |
|   0x1df1   |     05     |     00     |
|   0x1ebd   |     05     |     00     |
|   0x1f03   |     05     |     00     |
|   0x1f19   |     05     |     00     |
|   0x1f51   |     05     |     00     |
|   0x1fe0   |     05     |     00     |
|   0x1ff0   |     05     |     00     |
|   0x217d   |     05     |     00     |
|   0x241c   |     05     |     00     |
|   0x24b8   |     05     |     00     |
|   0x252e   |     05     |     00     |
|   0x25e3   |     05     |     00     |
|   0x2706   |     05     |     00     |
|   0x2897   |     05     |     00     |
|   0x28ed   |     05     |     00     |
|   0x2952   |     05     |     00     |
|   0x2959   |     05     |     00     |
|   0x2963   |     05     |     00     |
|   0x2969   |     05     |     00     |
|   0x2977   |     05     |     00     |
|   0x2983   |     05     |     00     |
|   0x299c   |     05     |     00     |
|   0x29a3   |     05     |     00     |
|   0x29b4   |     05     |     00     |
|   0x2b86   |     05     |     00     |
|   0x2db8   |     05     |     00     |
|   0x2dce   |     05     |     00     |
|   0x2e62   |     05     |     00     |
|   0x2f2c   |     05     |     00     |
|   0x2fe2   |     05     |     00     |
|   0x30a7   |     05     |     00     |
|   0x30b2   |     05     |     00     |
|   0x30b9   |     05     |     00     |
|   0x3147   |     05     |     00     |
|   0x3212   |     05     |     00     |
|   0x322b   |     05     |     00     |
|   0x3276   |     05     |     00     |
|   0x327f   |     05     |     00     |
|   0x3315   |     05     |     00     |
|   0x3322   |     05     |     00     |
|   0x3337   |     05     |     00     |
|   0x3344   |     05     |     00     |
|   0x3352   |     05     |     00     |
|   0x3372   |     05     |     00     |
|   0x33f7   |     05     |     00     |
|   0x3414   |     05     |     00     |
|   0x366f   |     05     |     00     |
|   0x36c9   |     05     |     00     |
|   0x36d2   |     05     |     00     |
|   0x37ea   |     05     |     00     |
|   0x384f   |     05     |     00     |
|   0x3868   |     05     |     00     |
|   0x392a   |     05     |     00     |
|   0x39f4   |     05     |     00     |
|   0x3a31   |     05     |     00     |
|   0x3a61   |     05     |     00     |
|   0x3aa2   |     05     |     00     |
|   0x3aa4   |     05     |     00     |
|   0x3bf9   |     05     |     00     |
|   0x3c3c   |     05     |     00     |
|   0x3ddd   |     05     |     00     |
|   0x3de8   |     05     |     00     |
|   0x3df3   |     05     |     00     |
|   0x3dfe   |     05     |     00     |
|   0x3e09   |     05     |     00     |
|   0x3ecf   |     05     |     00     |
|   0x3eec   |     05     |     00     |
|   0x3f33   |     05     |     00     |
|   0x3f8b   |     05     |     00     |
|   0x3fa1   |     05     |     00     |
|   0x40e7   |     05     |     00     |
|   0x40e9   |     05     |     00     |
|   0x40eb   |     05     |     00     |
|   0x40ed   |     05     |     00     |
|   0x40ef   |     05     |     00     |
|   0x4124   |     05     |     00     |
|   0x42b9   |     05     |     00     |
|   0x4382   |     05     |     00     |
|   0x454d   |     05     |     00     |
|   0x46a9   |     05     |     00     |
|   0x46ad   |     05     |     00     |
|   0x46b1   |     05     |     00     |
|   0x4707   |     05     |     00     |
|   0x49bb   |     05     |     00     |
|   0x4da2   |     05     |     00     |
|   0x4da3   |     05     |     00     |
|   0x4dab   |     05     |     00     |
|   0x4dad   |     05     |     00     |
|   0x4e75   |     05     |     00     |
|   0x53bc   |     05     |     00     |
|   0x55d8   |     05     |     00     |
|   0x5897   |     05     |     00     |
|   0x5899   |     05     |     00     |
|   0x590d   |     05     |     00     |
|   0x594d   |     05     |     00     |
|   0x5b0f   |     05     |     00     |
|   0x5dcf   |     05     |     00     |
|   0x5eb3   |     05     |     00     |
|   0x5eb5   |     05     |     00     |
|   0x61d2   |     05     |     00     |
|   0x644b   |     05     |     00     |
|   0x6469   |     05     |     00     |
|   0x6bce   |     05     |     00     |
|   0x765b   |     05     |     00     |
|   0x7673   |     05     |     00     |
|   0x7675   |     05     |     00     |
|   0x7704   |     05     |     00     |
|   0x7705   |     05     |     00     |
|   0x80e7   |     05     |     00     |
|   0x80e9   |     05     |     00     |
|   0x80eb   |     05     |     00     |
|   0x80ed   |     05     |     00     |
|   0x80ef   |     05     |     00     |
|   0x8124   |     05     |     00     |
|   0x82b9   |     05     |     00     |
|   0x8382   |     05     |     00     |
|   0x8638   |     05     |     00     |
|   0x869c   |     05     |     00     |
|   0x89bb   |     05     |     00     |
|   0x904d   |     05     |     00     |
|   0x9054   |     05     |     00     |
|   0x93bc   |     05     |     00     |
|   0x95d8   |     05     |     00     |
|   0x9881   |     05     |     00     |
|   0x9891   |     05     |     00     |
|   0x989d   |     05     |     00     |
|   0x9991   |     05     |     00     |
|   0xc16f   |     05     |     00     |
|   0xc280   |     00     |     04     |
|   0xc28f   |     00     |     03     |
|   0xc469   |     05     |     00     |
|   0xd154   |     05     |     00     |
|   0xd3c1   |     05     |     44     |
|   0xd581   |     05     |     00     |
|   0xd583   |     05     |     00     |
|   0xd585   |     05     |     02     |
|   0xd587   |     05     |     02     |
|   0xd5bd   |     07     |     01     |
|   0xd5bf   |     10     |     01     |
|   0xdc5d   |     05     |     00     |
|   0xe16f   |     05     |     00     |
|   0xe280   |     00     |     04     |
|   0xe28f   |     00     |     03     |
|   0xe469   |     05     |     00     |
|   0xf154   |     05     |     00     |
|   0xf3c1   |     05     |     44     |
|   0xf581   |     05     |     00     |
|   0xf583   |     05     |     00     |
|   0xf585   |     05     |     02     |
|   0xf587   |     05     |     02     |
|   0xf5bd   |     07     |     01     |
|   0xf5bf   |     10     |     01     |
|   0xfc5d   |     05     |     00     |
|   0xffb0   |     05     |     00     |
|   0xffbf   |     05     |     00     |
|   0xffea   |     05     |     06     |
|   0x79   |     06     |     00     |
|   0x1ee   |     06     |     00     |
|   0x218   |     06     |     00     |
|   0x225   |     06     |     00     |
|   0x303   |     06     |     00     |
|   0x3c3   |     06     |     00     |
|   0x3ed   |     06     |     00     |
|   0x4ac   |     06     |     00     |
|   0x4bc   |     06     |     00     |
|   0x4c2   |     06     |     00     |
|   0x4d4   |     06     |     00     |
|   0x5be   |     06     |     00     |
|   0x5d4   |     06     |     00     |
|   0x5f5   |     06     |     00     |
|   0x63c   |     06     |     00     |
|   0x65d   |     06     |     00     |
|   0x6e5   |     06     |     00     |
|   0x6f8   |     06     |     00     |
|   0x752   |     06     |     00     |
|   0x766   |     06     |     00     |
|   0x7fc   |     06     |     00     |
|   0x86f   |     06     |     00     |
|   0x8a5   |     06     |     00     |
|   0x8c7   |     06     |     00     |
|   0x8cf   |     06     |     00     |
|   0x919   |     06     |     00     |
|   0x9a5   |     06     |     00     |
|   0xc97   |     06     |     00     |
|   0xd3d   |     06     |     00     |
|   0xda3   |     06     |     00     |
|   0xde6   |     06     |     00     |
|   0xe7d   |     06     |     00     |
|   0xffa   |     06     |     00     |
|   0x11dd   |     06     |     00     |
|   0x1253   |     06     |     00     |
|   0x126a   |     06     |     00     |
|   0x1276   |     06     |     00     |
|   0x1282   |     06     |     00     |
|   0x12b8   |     06     |     00     |
|   0x1300   |     06     |     00     |
|   0x13ff   |     06     |     00     |
|   0x1405   |     06     |     00     |
|   0x140c   |     06     |     00     |
|   0x143b   |     06     |     00     |
|   0x155a   |     06     |     00     |
|   0x15b8   |     06     |     00     |
|   0x1778   |     06     |     00     |
|   0x192e   |     06     |     00     |
|   0x1940   |     06     |     00     |
|   0x1a5d   |     06     |     00     |
|   0x1a8e   |     06     |     00     |
|   0x1adf   |     06     |     00     |
|   0x1aeb   |     06     |     00     |
|   0x1b2b   |     06     |     00     |
|   0x1b47   |     06     |     00     |
|   0x1b71   |     06     |     00     |
|   0x1c18   |     06     |     00     |
|   0x1c60   |     06     |     00     |
|   0x1c66   |     06     |     00     |
|   0x1c72   |     06     |     00     |
|   0x1cac   |     06     |     00     |
|   0x1d87   |     06     |     00     |
|   0x1dcd   |     06     |     00     |
|   0x1f17   |     06     |     00     |
|   0x2037   |     06     |     00     |
|   0x205f   |     06     |     00     |
|   0x20b8   |     06     |     00     |
|   0x21ad   |     06     |     00     |
|   0x223d   |     06     |     00     |
|   0x2243   |     06     |     00     |
|   0x22fa   |     06     |     00     |
|   0x2453   |     06     |     00     |
|   0x24d7   |     06     |     00     |
|   0x252b   |     06     |     00     |
|   0x267b   |     06     |     00     |
|   0x282f   |     06     |     00     |
|   0x283c   |     06     |     00     |
|   0x2842   |     06     |     00     |
|   0x2894   |     06     |     00     |
|   0x2c6a   |     06     |     00     |
|   0x2d12   |     06     |     00     |
|   0x2d31   |     06     |     00     |
|   0x2d8e   |     06     |     00     |
|   0x2e51   |     06     |     00     |
|   0x2f26   |     06     |     00     |
|   0x2f31   |     06     |     00     |
|   0x2f47   |     06     |     00     |
|   0x2fc6   |     06     |     00     |
|   0x3010   |     06     |     00     |
|   0x30c5   |     06     |     00     |
|   0x3152   |     06     |     00     |
|   0x3167   |     06     |     00     |
|   0x317f   |     06     |     00     |
|   0x3196   |     06     |     00     |
|   0x31a7   |     06     |     00     |
|   0x31e9   |     06     |     00     |
|   0x31ed   |     06     |     00     |
|   0x3461   |     06     |     00     |
|   0x3682   |     06     |     00     |
|   0x36d4   |     06     |     00     |
|   0x37b4   |     06     |     00     |
|   0x3808   |     06     |     00     |
|   0x381a   |     06     |     00     |
|   0x3858   |     06     |     00     |
|   0x385a   |     06     |     00     |
|   0x39e5   |     06     |     00     |
|   0x3a36   |     06     |     00     |
|   0x3a44   |     06     |     00     |
|   0x3aba   |     06     |     00     |
|   0x3abb   |     06     |     00     |
|   0x3abf   |     06     |     00     |
|   0x3ac2   |     06     |     00     |
|   0x3be2   |     06     |     00     |
|   0x3c11   |     06     |     00     |
|   0x3c53   |     06     |     00     |
|   0x3c5e   |     06     |     00     |
|   0x3c86   |     06     |     00     |
|   0x3ca3   |     06     |     00     |
|   0x3cc6   |     06     |     00     |
|   0x3d2f   |     06     |     00     |
|   0x3e58   |     06     |     00     |
|   0x3e6e   |     06     |     00     |
|   0x3fc8   |     06     |     00     |
|   0x4211   |     06     |     00     |
